C_q,Delta,E_NUC,E_miss,E_rep,L_E,L_G,L_G_posthoc,L_q,L_surface,accepted_iterations,admission_reasons,admitted,anisotropy_level,best_feasible_actual_L_q,candidate_evaluations,method,min_joint_limit_margin,min_sigma_min_5,objective,parameters,placement_id,relative_surface_length_change,surface_id,terminal_q_mismatch,window_id
10.643486095518806,0.02220830919443869,0.9957755399829825,0.995132645407887,0.000642894575095525,0.04624089184588145,,0.4213753640264312,0.49216428940602813,0.04624089184588145,2,,True,P_low,0.479700284160461,60,M1,0.14448740433126267,0.7724069398820914,0.04624089184588145,"[[0.0, -0.001], [0.0, -0.0005], [0.0, 0.0]]",T30,0.01987113948975227,hemisphere,0.00011689274698400975,hemisphere_P_low_W06
10.642039343609673,0.02230914811615348,0.9957755399829825,0.995132645407887,0.000642894575095525,0.04624240871356136,0.42135759061659245,,0.49211353287299875,0.04624240871356136,1,,True,P_low,0.479700284160461,60,M2,0.14448740442180116,0.7724069405668794,0.42135759061659245,"[[0.0, -0.001], [0.0, 0.0], [0.0, 0.0]]",T30,0.019838987735508122,hemisphere,0.00015467983288230958,hemisphere_P_low_W06
15.120707482919135,0.0003934468615117165,0.9971623324347392,0.9958407970452728,0.001321535389466336,0.0487277488164808,,0.6972514256188963,0.7367980361551653,0.0487277488164808,6,,True,P_low,0.6921528536348021,60,M1,0.09014623546461265,0.5269783548150434,0.0487277488164808,"[[0.0, 0.002], [0.0, 0.002], [0.0005, 0.001]]",T30,0.01628579522512481,hemisphere,0.00013256958161123045,hemisphere_P_low_W07
14.80661115941786,0.01948067624979578,0.9968980253568458,0.9955764899673795,0.001321535389466336,0.04881124113096114,0.6785041550922258,,0.7227290676347253,0.04881124113096114,5,,True,P_low,0.6921528536348021,60,M2,0.09014623546461002,0.5269783548149309,0.6785041550922258,"[[0.0, -0.0005], [-0.002, 0.0], [-0.0015, 0.0]]",T30,0.014600255101915498,hemisphere,0.00013142864769166707,hemisphere_P_low_W07
8.94781290066945,0.02252335790421204,0.9933636581584635,0.9933636581584635,0.0,0.04711679844734774,,0.38157388428525724,0.4215922969854204,0.04711679844734774,7,,True,P_low,0.41502313224631,60,M1,0.1841538946543738,0.6513913138000126,0.04711679844734774,"[[0.0, 0.0], [0.0004924074534375345, -0.0019384361995689109], [0.0016086092985629467, -0.001188434316475599]]",T30,0.01845092407680891,hemisphere,0.0013977996465639464,hemisphere_P_low_W08
8.947119949931336,0.022596431685803293,0.9935848752759462,0.9935848752759462,0.0,0.047116925013581244,0.3815541369444808,,0.42156077976843154,0.047116925013581244,6,,True,P_low,0.41502313224631,60,M2,0.18415389465437382,0.6513913138000127,0.3815541369444808,"[[0.0, 0.0], [0.00038992421675556753, -0.00196162154993963], [0.0016086092985629467, -0.001188434316475599]]",T30,0.018448287416984042,hemisphere,0.0013707870147667833,hemisphere_P_low_W08
7.586030779722958,0.019727429655382253,0.9933910107187239,0.9933910107187239,0.0,0.046936857587524625,,0.3253932059033341,0.3560644463624349,0.046936857587524625,10,,True,P_low,0.34056792674762104,60,M1,0.2305510515550611,0.8958724760417952,0.046936857587524625,"[[-0.001770384421547516, -0.0009304509658987238], [-0.0009304509658987238, -0.001770384421547516], [0.0, 0.0]]",T30,0.01867657870415288,hemisphere,0.0013593222060435117,hemisphere_P_low_W09
7.585579290750461,0.019721547773673815,0.9933910107187239,0.9933910107187239,0.0,0.04693993288986438,0.32540519489057856,,0.3560665828385717,0.04693993288986438,8,,True,P_low,0.34056792674762104,60,M2,0.23055105155506106,0.8958724760417944,0.32540519489057856,"[[-0.0018477590650225733, -0.0007653668647301796], [-0.0009304509658987238, -0.001770384421547516], [0.0, 0.0]]",T30,0.018612282405493757,hemisphere,0.0013277498699264534,hemisphere_P_low_W09
5.286799894609812,0.012137513290384497,0.9978968520635685,0.9955910297074412,0.0023058223561272678,0.046279640604062686,,0.2463847818769045,0.2446711990681386,0.046279640604062686,3,,True,P_mid,0.23601261989752825,60,M1,0.3475958241608541,0.7518499264289659,0.046279640604062686,"[[0.0, 0.0], [-0.002, 0.0], [0.0, 0.0015]]",T27,0.01994669705750715,hemisphere,0.0007465555899944798,hemisphere_P_mid_W00
5.245007041381296,0.0,0.9976325449856752,0.9955910297074412,0.0020415152782340008,0.047221554649235505,0.250151501037546,,0.24767738664021188,0.047221554649235505,0,,True,P_mid,0.23601261989752825,60,M2,0.3477712593252348,0.7517985704497259,0.250151501037546,"[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0]]",T27,0.0,hemisphere,0.0,hemisphere_P_mid_W00
