E_NUC,E_miss,E_rep,J_q,admission_reasons,admitted,anisotropy_level,baseline_reconstruction_error,formulation,integrated_L_G_diagnostic,max_axis_error,max_position_error,mean_abs_alignment_cheap,mean_abs_alignment_expensive,median_log_kappa_R,min_joint_limit_margin,min_sigma_min_5,minimum_absolute_joint_margin_rad,optimized,placement_id,q_sample_count,solver,surface_candidate_id,surface_id,surface_length,terminal_q_mismatch,window_id
0.9976325449856752,0.9955910297074412,0.0020415152782340008,0.25783405623695943,,True,P_low,0.0,F0,0.25446972204294505,3.754096417258676e-05,5.983194914348193e-06,0.501341774764348,0.8592435064810265,0.40275636016055416,0.25629668147895573,1.058844240830019,2.1772067036241807,False,T30,25,fixed_archived_witness,baseline,hemisphere,0.04722155464923542,0.0,hemisphere_P_low_W00
0.9936080951159177,0.992774368391907,0.0008337267240107142,0.3030562795343059,,True,P_low,0.0,F0,0.2812687498813805,1.0785713282486506e-05,6.195955687825427e-06,0.5152859831207892,0.810956338579698,1.9137114310076908,0.2640725927048137,1.0598429190448218,1.9487410009407324,False,T30,25,fixed_archived_witness,baseline,hemisphere,0.046695192286768564,0.0,hemisphere_P_low_W01
0.993128015974775,0.993128015974775,0.0,0.32293157490056557,,True,P_low,0.0,F0,0.3112922819322758,2.4542556287829772e-05,7.850098194784472e-06,0.6195650059465303,0.7674556458815519,1.4219000998648703,0.23632579067288434,0.8708518563601764,1.4848349427977323,False,T30,25,fixed_archived_witness,baseline,hemisphere,0.0468952798692452,0.0,hemisphere_P_low_W02
0.9976325449856752,0.9955910297074412,0.002041515278234001,0.4948402952914511,,True,P_low,0.0,F0,0.33054387392979523,0.0001417225941200417,1.1019198514626467e-05,0.8016576225920236,0.35186755598791236,0.48419698883009765,0.21207609160999355,0.7176204276157885,1.3324740835855895,False,T30,25,fixed_archived_witness,baseline,hemisphere,0.047221554649235595,0.0,hemisphere_P_low_W03
0.99733418627566,0.99563947852366,0.0016947077520000245,0.47154564573508867,,True,P_low,0.0,F0,0.33203695585324056,0.00010119617412505186,9.18162506611952e-06,0.939591613509596,0.19085118466239226,0.3757190348542365,0.20798437940107833,0.7769589545564974,1.3067658557769752,False,T30,27,fixed_archived_witness,baseline,hemisphere,0.048525869821510526,0.0,hemisphere_P_low_W04
0.9936795512658346,0.9936795512658346,0.0,0.4452204484307422,,True,P_low,0.0,F0,0.36153555514497165,0.00013622111579765506,1.918316872792142e-05,0.8630380819299523,0.25043137258337317,0.5028736633039205,0.14794511100496607,0.6977379621560936,0.9295391324442019,False,T30,26,fixed_archived_witness,baseline,hemisphere,0.04746786887098051,0.0,hemisphere_P_low_W05
0.9957755399829825,0.995132645407887,0.000642894575095525,0.5033426792577412,,True,P_low,0.0,F0,0.4303837938337558,0.00013594215685146916,1.8690766799454535e-05,0.6189189809607683,0.7215901156050134,0.8376555940071145,0.14448740442180125,0.7724069405668791,0.9078143619821772,False,T30,26,fixed_archived_witness,baseline,hemisphere,0.047178380016081545,0.0,hemisphere_P_low_W06
0.9968980253568458,0.9955764899673795,0.001321535389466336,0.7370880411316063,,True,P_low,0.0,F0,0.6931781356177695,0.00010439380257026777,2.4456637137359532e-05,0.4740414753986046,0.8802194151761855,1.0486703881049038,0.09014623546460501,0.5269783548149777,0.5663887974241133,False,T30,27,fixed_archived_witness,baseline,hemisphere,0.049534456837117886,0.0,hemisphere_P_low_W07
0.9935848752759462,0.9935848752759462,0.0,0.43130677381864885,,True,P_low,0.0,F0,0.3909760363816805,0.00013209948660768874,2.848761282906833e-05,0.8086514257982051,0.5104972393715351,0.2662115163347498,0.1841538946543292,0.6513913137996061,1.1570389201131503,False,T30,27,fixed_archived_witness,baseline,hemisphere,0.04800248872226003,0.0,hemisphere_P_low_W08
0.9930728541052197,0.9930728541052197,0.0,0.36323004145393906,,True,P_low,0.0,F0,0.32893309415420247,8.22590946372916e-05,1.2029034488576494e-05,0.7027769890113797,0.6458453308290761,0.3654445761533146,0.230551054226916,0.8958725313360815,1.4485522737077132,False,T30,27,fixed_archived_witness,baseline,hemisphere,0.04783016136060836,0.0,hemisphere_P_low_W09
